trip_id,driver_id,start_time,end_time,start_lat,start_lon,end_lat,end_lon,distance_miles,duration,avg_speed,max_speed,hard_brakes,time_of_day,weather
96,DRIVER-30,2025-09-10 12:30:40.728239,2025-09-10 13:14:40.728239,40.6275030540381,-74.00526854049114,40.63295367101978,-74.02384632516734,10.1,44,40.6,80.5,2,night,snow
97,DRIVER-29,2025-09-13 05:39:23.844702,2025-09-13 06:44:23.844702,40.971074339385254,-73.83648466147629,40.730986328214506,-74.13060677020594,44.6,65,59.2,75.8,3,afternoon,clear
98,DRIVER-24,2025-09-10 03:08:51.648592,2025-09-10 03:26:51.648592,40.58874119010703,-74.17097767266732,40.64132630707109,-73.95807957129563,59.5,18,62.4,72.3,3,afternoon,clear
99,DRIVER-17,2025-09-12 11:20:53.490313,2025-09-12 11:50:53.490313,40.76978266717452,-73.92254888057275,40.522278737260294,-73.78969551347376,80.7,30,67.6,73.5,1,night,storm
100,DRIVER-43,2025-09-09 22:58:26.454716,2025-09-10 00:01:26.454716,40.618293390260796,-73.75789862389901,40.960110512945,-74.09018305262919,71.2,63,43.1,70.8,3,night,clear
101,DRIVER-44,2025-09-12 12:06:31.199025,2025-09-12 12:44:31.199025,40.62714931109613,-73.79835320244986,40.79764558770431,-73.91684243089391,66.1,38,53.6,82.5,2,afternoon,rain
102,DRIVER-45,2025-09-09 22:50:50.715270,2025-09-10 00:13:50.715270,40.738376215296164,-73.90908163660146,40.78505727857748,-74.02730912677977,19.5,83,21.2,55.2,0,evening,snow
103,DRIVER-34,2025-09-07 07:21:20.111475,2025-09-07 07:58:20.111475,40.868005487266174,-73.85465019483243,40.555139977187665,-73.92737533038637,38.8,37,63,55.1,4,afternoon,clear
104,DRIVER-42,2025-09-13 02:17:18.807127,2025-09-13 03:13:18.807127,40.987940812305496,-73.7340370217091,40.98420173541662,-73.7252557737046,35.2,56,43.2,75.9,3,night,rain
105,DRIVER-9,2025-09-13 13:04:19.201396,2025-09-13 14:02:19.201396,40.75327751267372,-73.79533027586928,40.57504590872687,-73.78799867944525,79.4,58,54.9,64.7,0,evening,snow
106,DRIVER-40,2025-09-11 07:29:32.747474,2025-09-11 08:18:32.747474,40.92739491345219,-73.88845511003726,40.7429945317868,-73.83950635958102,61.7,49,62.5,55.5,3,night,snow
107,DRIVER-31,2025-09-11 03:29:39.858638,2025-09-11 04:58:39.858638,40.662394045345884,-74.11058614080544,40.93907347705186,-73.8342497196375,78,89,69.5,63.4,2,evening,storm
108,DRIVER-31,2025-09-10 00:48:32.568570,2025-09-10 01:01:32.568570,40.89912122591391,-74.04557953731813,40.84211840448952,-73.75940559550921,21.5,13,36.3,74.7,4,afternoon,clear
109,DRIVER-5,2025-09-11 15:51:51.440307,2025-09-11 16:06:51.440307,40.561305893819835,-73.98714650539813,40.78395555491301,-73.87011534414842,83.5,15,67,73.8,2,night,rain
110,DRIVER-34,2025-09-06 17:13:46.830697,2025-09-06 18:10:46.830697,40.71593724159198,-73.85615162533202,40.770038036927545,-74.1366991681985,43.5,57,62.7,85.1,1,evening,rain
111,DRIVER-21,2025-09-08 15:49:56.089474,2025-09-08 16:28:56.089474,40.9663651088225,-73.99939006991646,40.85279523471772,-73.91719659635285,63.1,39,60.5,85,2,night,snow
112,DRIVER-50,2025-09-09 20:30:17.044892,2025-09-09 21:53:17.044892,40.5446881122765,-73.91590118313117,40.78094084075977,-74.08119112080936,49.5,83,30.3,87.5,2,afternoon,snow
113,DRIVER-48,2025-09-06 16:31:11.562985,2025-09-06 17:08:11.562985,40.708544484457335,-74.18792026940825,40.71410265331341,-74.02758146105604,82,37,60.3,85.4,1,morning,storm
114,DRIVER-26,2025-09-08 04:41:37.609170,2025-09-08 05:47:37.609170,40.55421569818931,-74.06343151099067,40.96024814921687,-73.71950032909061,25.9,66,33.9,72.2,4,afternoon,fog
115,DRIVER-18,2025-09-08 04:31:02.945967,2025-09-08 05:32:02.945967,40.5268943827618,-73.95411335646799,40.63340602172663,-73.91393978656848,29.4,61,58.9,51.5,4,afternoon,clear
116,DRIVER-46,2025-09-07 21:21:43.296023,2025-09-07 21:37:43.296023,40.86864825906634,-74.17295138991811,40.80337901202646,-74.01834794532121,13.3,16,56.9,73.7,4,morning,rain
117,DRIVER-17,2025-09-07 07:43:13.893330,2025-09-07 08:40:13.893330,40.6820319986935,-73.82393476853308,40.962908194055004,-73.71109061590163,30.7,57,35.6,63.1,1,evening,storm
118,DRIVER-16,2025-09-07 15:34:00.633743,2025-09-07 16:57:00.633743,40.913292421878985,-73.89711241033572,40.536368342865586,-73.72377881454655,76.8,83,51.6,79.9,4,morning,storm
119,DRIVER-44,2025-09-12 14:04:39.296822,2025-09-12 14:24:39.296822,40.618296005338095,-73.83500902355831,40.54933269930875,-74.16354491088545,54.4,20,45.4,84.7,2,night,fog
120,DRIVER-37,2025-09-06 22:55:22.440307,2025-09-06 23:27:22.440307,40.96789457447166,-74.11160832775323,40.76521411762921,-73.74740552432534,5.2,32,36.8,81.1,3,afternoon,fog
121,DRIVER-42,2025-09-07 10:20:12.640281,2025-09-07 11:01:12.640281,40.932275137220444,-73.97843360541017,40.81850036517232,-73.85055627073567,52.7,41,28.7,69.1,1,night,snow
122,DRIVER-4,2025-09-07 17:48:36.344332,2025-09-07 18:08:36.344332,40.758180882334074,-73.94000522620973,40.54376108639335,-73.98811648728572,34.9,20,68.2,72,0,morning,storm
123,DRIVER-37,2025-09-12 18:14:11.869277,2025-09-12 19:14:11.869277,40.791144536831816,-74.02630420847065,40.69988983450955,-74.05679745924637,48.7,60,39.3,77,3,evening,snow
124,DRIVER-28,2025-09-11 02:40:52.742231,2025-09-11 03:48:52.742231,40.85128034721091,-73.8465542928457,40.77206871603146,-74.1450696382343,12.7,68,33.2,84.9,1,night,fog
125,DRIVER-11,2025-09-10 15:29:01.121010,2025-09-10 16:54:01.121010,40.54558285833265,-74.08007824342704,40.545195251643776,-73.99755963368486,14.4,85,63,77,0,evening,snow
126,DRIVER-5,2025-09-11 06:16:37.715447,2025-09-11 06:49:37.715447,40.87925109569691,-73.78544328799782,40.782611653756405,-73.9078272780695,28.3,33,61.8,55.1,4,afternoon,clear
127,DRIVER-32,2025-09-10 10:33:30.673200,2025-09-10 10:46:30.673200,40.52332070533386,-73.93007888067312,40.99652793971063,-73.790369073183,24.6,13,55.9,82.6,1,morning,fog
128,DRIVER-35,2025-09-07 02:20:38.328264,2025-09-07 02:34:38.328264,40.82596686495245,-73.79834028827428,40.99405200075972,-74.04193161338563,52.5,14,25.5,50.4,1,evening,snow
129,DRIVER-18,2025-09-07 12:39:30.848642,2025-09-07 13:47:30.848642,40.85927687614439,-74.11915478782147,40.73099802251131,-74.06036660423582,52.7,68,56,68.3,4,evening,snow
130,DRIVER-36,2025-09-08 02:57:07.333098,2025-09-08 03:31:07.333098,40.81097004657833,-74.16226438967486,40.59783243983781,-73.72400264389523,73.5,34,30.8,76.1,3,evening,rain
131,DRIVER-20,2025-09-10 20:44:37.054219,2025-09-10 22:13:37.054219,40.6604839038847,-74.02214479722389,40.63824928590081,-74.11724151318901,45.9,89,21.5,79.4,4,night,storm
132,DRIVER-7,2025-09-06 23:52:29.814457,2025-09-07 00:15:29.814457,40.59383679245261,-74.12792869995572,40.790029725927134,-73.8734263399536,67.9,23,35.2,67.6,2,night,clear
133,DRIVER-31,2025-09-11 08:49:48.095449,2025-09-11 09:19:48.095449,40.75470425213436,-73.88086312269867,40.5245578345761,-73.95404823599183,34.2,30,49.7,50.7,2,afternoon,clear
134,DRIVER-47,2025-09-12 23:39:03.653281,2025-09-13 00:03:03.653281,40.79278757835157,-73.97396672148318,40.846015281101415,-73.91410855148474,5.7,24,29.3,58,2,night,clear
135,DRIVER-31,2025-09-09 04:22:58.469989,2025-09-09 05:12:58.469989,40.814129612609435,-73.7686745000785,40.972723830018325,-74.01161729509646,47.8,50,64.2,78.2,1,night,rain
136,DRIVER-28,2025-09-12 05:22:16.248121,2025-09-12 06:28:16.248121,40.527143045320756,-73.92241256085018,40.728864977515926,-74.16952294222718,71.4,66,20.2,64.3,2,evening,clear
137,DRIVER-36,2025-09-11 13:45:34.514589,2025-09-11 14:29:34.514589,40.893970454078726,-73.96797088515814,40.68404332679304,-74.04851709769275,44.3,44,68.8,61.3,0,morning,clear
138,DRIVER-21,2025-09-10 06:27:27.791394,2025-09-10 07:53:27.791394,40.87026757950713,-73.84754858198235,40.72547277891466,-73.96798215253368,67.8,86,23.3,77.5,2,morning,snow
139,DRIVER-38,2025-09-06 18:20:01.239427,2025-09-06 19:18:01.239427,40.5142980767584,-74.03903632129494,40.674877130792424,-73.98846637423297,73.9,58,55.3,58.3,3,evening,rain
140,DRIVER-5,2025-09-12 23:37:07.939233,2025-09-13 00:16:07.939233,40.664273481867546,-73.79882002519219,40.70368913661783,-73.9446251663405,12,39,31.7,65.4,3,afternoon,fog
141,DRIVER-44,2025-09-07 19:15:10.461623,2025-09-07 19:39:10.461623,40.859077446009834,-73.80035790652812,40.582300797382004,-73.92028347517902,62.3,24,36.7,78.8,2,evening,fog
